# TIER 2 — every factual assertion in the clause-5 surface that carries NEITHER a citation
# NOR a hedge, enumerated. UNEVIDENCED, never FALSE: many of these are certainly true.
# Scope of both citation and hedge is the containing BLOCK, so this is a FLOOR.
# columns: path:line-range <TAB> block-kind <TAB> sentence
corpus/architecture/security_compliance.md:148-149	bullet	Cross-tenant reads are prevented at the query level **on those tables**; elsewhere isolation is enforced by Layer 2 (Sentinel) and by explicit query scoping, not by the ORM
corpus/architecture/security_compliance.md:179-179	table-row	| `:190-191` | **viewer has no active org** (`org == nil \|\| org.ID() == uuid.Nil`) | `next(ctx)` |
corpus/architecture/security_compliance.md:182-182	table-row	| `:209-219` | `@resolverAuthorized` — grants `authorization.Allow` **without calling Sentinel** | `next(ctx)` |
corpus/architecture/security_compliance.md:189-191	paragraph	**And there is no BLANKET authz middleware on the REST surface.** `git grep -nE 'AuthzMiddleware|EchoAuthzMiddleware' -- '*.go'` over `app` @ `ad9f3c49` returns **0**, and REST authorization is opt-in **per group or per handler**, never applied to the surface as a whole:
corpus/architecture/security_compliance.md:196-196	table-row	| `/ask` | `:171-173` | `cors` + `authn` — the `admin/auto-rules/*` routes are gated **per handler** by `requireAdmin`, which the source says in place (`:183-185`) |
corpus/architecture/security_compliance.md:198-198	table-row	| `/admin/backfill` | `:210-212` | `cors` + `authn` — *"gated on the admin Sentinel permission"* per handler (`:207-209`) |
corpus/architecture/security_compliance.md:199-199	table-row	| `/coursebuilder` | `:229-232` | `cors` + `authn` + **`cbGate`** |
corpus/architecture/security_compliance.md:200-200	table-row	| `/credits` | `:273-276` | `cors` + `authn` + **`cbGate`** |
corpus/architecture/security_compliance.md:213-214	bullet	**Sentinel is the centralized authorization *engine*** (Casbin RBAC/ABAC, PostgreSQL-backed policy store), and its policies are centrally managed and auditable — that part always held.
corpus/architecture/security_compliance.md:215-217	bullet	**It is not a blanket applied to every request.** The GraphQL middleware is a *viewer* gate with a narrow cross-user check bolted on; the REST surface has **no blanket authz middleware** — two of its six groups opt into one (`cbGate`), the rest authorize per handler or not at all.
corpus/architecture/security_compliance.md:226-226	bullet	**Clerk** JWT tokens include organization context
corpus/architecture/security_compliance.md:228-228	bullet	Organization switching **re-mints the session JWT with the new org claim — it is NOT a re-authentication.** It is a client-side `clerk.setActive({ organization })` call (`next-web-app/apps/{web,hiring}/src/hooks/useOrgSelection.tsx:94`, `useResolveActiveOrg.tsx:107`, `useActivateMembershipOrg.tsx:81`); no credential is re-presented and no sign-out occurs.
corpus/architecture/security_compliance.md:236-236	table-row	| **Full backups** | Every 6 hours → S3, Azure, Hetzner (Germany) |
corpus/architecture/security_compliance.md:241-241	table-row	| **CDN** | Worldwide (Vercel for frontend) |
corpus/architecture/security_compliance.md:243-243	paragraph	The `db-backup` service runs on a schedule, dumping PostgreSQL to three geographically separate locations for resilience.
corpus/architecture/security_compliance.md:264-264	table-row	| **PostHog** | Product analytics |
corpus/architecture/security_compliance.md:303-305	bullet	No customer data stored in US **by default** — but the residency guarantee is contingent on `flag_use_azure_us` being off, and that is a runtime flag, not a build-time property.
corpus/architecture/security_compliance.md:348-348	bullet	**AI**: OpenAI, Anthropic, Mistral
corpus/architecture/security_compliance.md:349-349	bullet	**Voice/Recording**: LiveKit, AWS Chime
corpus/architecture/security_compliance.md:350-350	bullet	**Infrastructure**: AWS, Vercel
corpus/architecture/security_compliance.md:351-351	bullet	**Auth**: Clerk
corpus/architecture/security_compliance.md:352-352	bullet	**Analytics**: PostHog, Sentry
corpus/architecture/security_compliance.md:353-353	bullet	**Email**: Brevo (Sendinblue)
corpus/architecture/service_taxonomy.md:6-6	paragraph	This document explains the three-tier service architecture of the Anthropos platform, categorizing all services by their deployment model, technology stack, and operational characteristics.
corpus/architecture/service_taxonomy.md:10-10	paragraph	The Anthropos platform is built from **three types of services**:
corpus/architecture/service_taxonomy.md:12-12	bullet	**Core Backend Services**: The main engine of the platform - containerized microservices that handle user data, skills, simulations, and business logic.
corpus/architecture/service_taxonomy.md:66-66	bullet	**Deployment**: Docker Compose with Makefile automation (local) / AWS ECS (production)
corpus/architecture/service_taxonomy.md:67-67	bullet	**Communication**: HTTP/RPC + Redis Streams
corpus/architecture/service_taxonomy.md:86-86	table-row	| **Sentinel** | 8087 | Authorization (Casbin RBAC/ABAC) | (always on — declares no `profiles:` key) | Local `../sentinel` |
corpus/architecture/service_taxonomy.md:87-87	table-row	| **Gotenberg** | 3200 | Office-doc → PDF conversion (LibreOffice) | core, backend, all | Third-party image `gotenberg/gotenberg:8` |
corpus/architecture/service_taxonomy.md:89-92	paragraph	Neither profile works *alone* — both services declare `depends_on: backend`, which their own profile does not select, so compose exits 1; stack them on `core`.
corpus/architecture/service_taxonomy.md:96-96	table-row	| **Studio-Desk** | 9000, 9100 | Studio design tool (containerized variant) | studio-desk, all | Local `../studio-desk` |
corpus/architecture/service_taxonomy.md:97-97	table-row	| **Next-Web-App** | 3000 | Frontend (containerized variant) | frontend, all | Local `../next-web-app` |
corpus/architecture/service_taxonomy.md:179-179	table-row	| **colony** | Platform framework: logging, DB/Redis, GraphQL/RPC servers, middleware, pub/sub (Watermill); also contains `authn` | `git@github.com:anthropos-work/colony.git` |
corpus/architecture/service_taxonomy.md:180-180	table-row	| **proto** | Protobuf definitions (single source of truth for RPC contracts) + hand-written domain types | `git@github.com:anthropos-work/proto.git` |
corpus/architecture/service_taxonomy.md:182-182	table-row	| **authn** | Clerk JWT authentication — now shipped **inside colony** as `colony/authn` (standalone repo is legacy) | `git@github.com:anthropos-work/authn.git` |
corpus/architecture/service_taxonomy.md:225-225	table-row	| **Port** | 9100 (frontend), 9000 (backend) - configurable via `.env` |
corpus/architecture/service_taxonomy.md:227-227	table-row	| **Authentication** | Clerk |
corpus/architecture/service_taxonomy.md:228-228	table-row	| **Location** | Local `../studio-desk` (sibling of platform, cloned by `make init`) |
corpus/architecture/service_taxonomy.md:249-249	table-row	| **Input** | Blueprints (StudioDocuments) created in Studio-Desk and stored via CMS |
corpus/architecture/service_taxonomy.md:250-250	table-row	| **Output** | Generated simulations and learning content; CMS persists results |
corpus/architecture/service_taxonomy.md:251-251	table-row	| **Repo** | `git@github.com:anthropos-work/anthropos-studio-room.git` |
corpus/architecture/service_taxonomy.md:252-252	table-row	| **Location** | Pulled into the **`app`** image by CI (`additional_repo`, app v1.360.1).
corpus/architecture/service_taxonomy.md:252-252	table-row	Before cms-in-app it was `cms/studio/`, cloned by `cd cms && make init-studio`. |
corpus/architecture/service_taxonomy.md:253-253	table-row	| **Runtime** | Baked into the `app` (backend) Docker image — Python deps installed alongside the Go binary |
corpus/architecture/service_taxonomy.md:260-261	paragraph	**Local development** (no backend container needed) — run the Python project directly from a clone of `anthropos-studio-room`:
corpus/architecture/service_taxonomy.md:279-280	paragraph	Before cms-in-app this lived at `cms/studio/`, synced with `cd cms && make update-studio`.
corpus/architecture/service_taxonomy.md:282-282	paragraph	**Relationship**: Studio-Desk creates the *design* (blueprint).
corpus/architecture/service_taxonomy.md:282-282	paragraph	The cms domain in `app` (Go) orchestrates `StudioTask` records; the studio-room Python code runs inside the same container to execute generation.
corpus/architecture/service_taxonomy.md:288-288	table-row	| **Technology** | Next.js 16 App Router + React 19.2 (web) + Expo / React Native (mobile) |
corpus/architecture/service_taxonomy.md:290-290	table-row	| **Purpose** | Internal learning portal — micro-chapters on AI engineering, agent frameworks, Claude Code, etc., for `@anthropos.work` employees |
corpus/architecture/service_taxonomy.md:291-291	table-row	| **Authentication** | Clerk (domain-gated to `@anthropos.work` + org-membership gate) |
corpus/architecture/service_taxonomy.md:292-292	table-row	| **Repo** | `git@github.com:anthropos-work/ant-academy.git` |
corpus/architecture/service_taxonomy.md:294-294	table-row	| **Deployment** | Vercel native (`.github/workflows/deploy-academy.yaml`) — **not** in docker-compose |
corpus/architecture/service_taxonomy.md:300-300	bullet	Companion iOS / Android app (Expo SDK 54) bundling the same chapters at build time
corpus/architecture/service_taxonomy.md:301-301	bullet	Opt-in in-app "Cosmo" AI assistant (`NEXT_PUBLIC_FEATURE_TRAINING_COACH`, default OFF) — calls the OpenAI Responses API (`gpt-5.2`) directly from the browser via a per-user `localStorage` key
corpus/architecture/service_taxonomy.md:302-302	bullet	Repo-local Claude skills (`.claude/skills/`) for authoring chapters, podcasts, covers, and benchmarks
corpus/architecture/service_taxonomy.md:326-326	bullet	**Hosting**: SaaS or third-party Docker images
corpus/architecture/service_taxonomy.md:336-336	table-row	| **Integration Points** | Frontend apps, Backend middleware, Studio-Desk |
corpus/architecture/service_taxonomy.md:337-337	table-row	| **SDK** | `@clerk/nextjs`, `@clerk/express`, `@clerk/clerk-js`, `@clerk/clerk-expo`, `clerk-sdk-go/v2` |
corpus/architecture/service_taxonomy.md:342-342	bullet	`CLERK_PUBLISHABLE_KEY` / `NEXT_PUBLIC_CLERK_PUBLISHABLE_KEY`
corpus/architecture/service_taxonomy.md:343-343	bullet	`CLERK_SECRET_KEY`
corpus/architecture/service_taxonomy.md:344-344	bullet	`CLERK_SIGN_IN_URL`
corpus/architecture/service_taxonomy.md:347-347	bullet	Next.js apps (Web, Hiring)
corpus/architecture/service_taxonomy.md:348-348	bullet	Mobile app (Expo / React Native, via `@clerk/clerk-expo`)
